ID,Carriera Triennale,Scuola Triennale,CDS Triennale,Maturità,Carriera Magistrale,Scuola Magistrale,CDS Magistrale
99962388,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA MECCANICA,SCIENTIFICA,#N/D,,
99676714,DECADUTO,Ing Ind - Inf,INGEGNERIA CHIMICA,TECNICA INDUSTRIALE,#N/D,,
99674420,RINUNCIA AGLI STUDI,Ing Ind - Inf,INGEGNERIA ENERGETICA,SCIENTIFICA,#N/D,,
99739023,RINUNCIA AGLI STUDI,Arc - Urb - Cost,INGEGNERIA EDILE,TECNICA PER GEOMETRI,#N/D,,
99639319,TITOLO CONSEGUITO,Des,DESIGN DEL PRODOTTO INDUSTRIALE,SCIENTIFICA,#N/D,,
99719334,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA MECCANICA,CLASSICA,#N/D,,
99952282,DECADUTO,Ing Ind - Inf,INGEGNERIA ELETTRONICA,TECNICA INDUSTRIALE,#N/D,,
99672377,TITOLO CONSEGUITO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,TECNICA PER GEOMETRI,#N/D,,
99672192,DECADUTO,Arc - Urb - Cost,ARCHITETTURA E PRODUZIONE EDILIZIA,TECNICA PER GEOMETRI,#N/D,,
99605951,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA MECCANICA,CLASSICA,#N/D,,
99608608,RINUNCIA AGLI STUDI,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,TECNICA PER GEOMETRI,#N/D,,
99625714,TITOLO CONSEGUITO,Des,DESIGN DELLA MODA,SCIENTIFICA,#N/D,,
99747108,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA MECCANICA,PROFESSIONALE (QUINQUENNALE),#N/D,,
99801982,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA MECCANICA,SCIENTIFICA,#N/D,,
99626674,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ELETTRONICA,SCIENTIFICA,#N/D,,
99654802,RINUNCIA AGLI STUDI,Ing Ind - Inf,INGEGNERIA DELL'AUTOMAZIONE,TECNICA PER GEOMETRI,#N/D,,
99647668,TITOLO CONSEGUITO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,TECNICA PER GEOMETRI,#N/D,,
99942687,DECADUTO,Ing Ind - Inf,INGEGNERIA INFORMATICA,TECNICA INDUSTRIALE,#N/D,,
99600512,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA INFORMATICA,SCIENTIFICA,#N/D,,
99819161,DECADUTO,Ing Ind - Inf,INGEGNERIA AEROSPAZIALE,TECNICA INDUSTRIALE,#N/D,,
99601269,TITOLO CONSEGUITO,Ing - Civ,INGEGNERIA PER L'AMBIENTE E IL TERRITORIO,SCIENTIFICA,#N/D,,
99678576,DECADUTO,Ing Ind - Inf,INGEGNERIA INFORMATICA,TECNICA INDUSTRIALE,#N/D,,
99695460,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA GESTIONALE,SCIENTIFICA,#N/D,,
99626282,TITOLO CONSEGUITO,Ing - Civ,INGEGNERIA PER L'AMBIENTE E IL TERRITORIO,CLASSICA,#N/D,,
99660467,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA INFORMATICA,TECNICA INDUSTRIALE,#N/D,,
99678921,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA MECCANICA,SCIENTIFICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA MECCANICA
99595073,DECADUTO,Ing Ind - Inf,INGEGNERIA ELETTRONICA,SCIENTIFICA,#N/D,,
99719694,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA MECCANICA,TECNICA COMMERCIALE,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA MECCANICA
99603019,RINUNCIA AGLI STUDI,Ing Ind - Inf,INGEGNERIA MECCANICA,SCIENTIFICA,#N/D,,
99648230,DECADUTO,Ing Ind - Inf,INGEGNERIA DELLE TELECOMUNICAZIONI,SCIENTIFICA,#N/D,,
99984267,TITOLO CONSEGUITO,Arc - Urb - Cost,ARCHITETTURA AMBIENTALE,TECNICA PER GEOMETRI,#N/D,,
99975364,DECADUTO,Ing Ind - Inf,INGEGNERIA MECCANICA,SCIENTIFICA,#N/D,,
99601344,RINUNCIA AGLI STUDI,Ing Ind - Inf,INGEGNERIA AEROSPAZIALE,SCIENTIFICA,#N/D,,
99704847,DECADUTO,Arc - Urb - Cost,ARCHITETTURA DELLE COSTRUZIONI,TECNICA PER GEOMETRI,#N/D,,
99604783,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA GESTIONALE,SCIENTIFICA,#N/D,,
99680251,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA DELLE TELECOMUNICAZIONI,SCIENTIFICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA DELLE TELECOMUNICAZIONI
99599959,RINUNCIA AGLI STUDI,Des,DESIGN DEGLI INTERNI,CLASSICA,#N/D,,
99710843,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA MECCANICA,TECNICA INDUSTRIALE,#N/D,,
99621248,TITOLO CONSEGUITO,Des,DESIGN DEGLI INTERNI,SCIENZE SOCIALI,#N/D,,
99737147,TITOLO CONSEGUITO,Des,DESIGN DEGLI INTERNI,LINGUISTICA,#N/D,,
99644660,RICHIESTA SOSPENSIONE AGLI STUDI,Arc - Urb - Cost,ARCHITETTURA E PRODUZIONE EDILIZIA,SCIENTIFICA,#N/D,,
99692476,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ENERGETICA,SCIENTIFICA,#N/D,,
99644744,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA GESTIONALE,SCIENTIFICA,#N/D,,
99738730,DECADUTO,Arc - Urb - Cost,ARCHITETTURA E PRODUZIONE EDILIZIA,TECNICA INDUSTRIALE,#N/D,,
99604485,TITOLO CONSEGUITO,Arc - Urb - Cost,INGEGNERIA DELL' EDILIZIA,TECNICA PER GEOMETRI,#N/D,,
99658925,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ENERGETICA,SCIENTIFICA,#N/D,,
99652762,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA DELLE TELECOMUNICAZIONI,TECNICA INDUSTRIALE,#N/D,,
99606319,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ENERGETICA,SCIENTIFICA,#N/D,,
99615581,DECADUTO,Ing Ind - Inf,INGEGNERIA AEROSPAZIALE,TECNICA IND/LE - TRATT.AUTOMAT.INFORMAZIONE,#N/D,,
99679307,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA DELL'AUTOMAZIONE,SCIENTIFICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA DELL'AUTOMAZIONE
99593549,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA DELLE TELECOMUNICAZIONI,SCIENTIFICA,#N/D,,
99721904,DECADUTO,Ing Ind - Inf,INGEGNERIA CHIMICA,TECNICA INDUSTRIALE,#N/D,,
99694878,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA GESTIONALE,SCIENTIFICA,#N/D,,
99672576,TITOLO CONSEGUITO,Des,DESIGN DEGLI INTERNI,SCIENTIFICA,#N/D,,
99687456,TITOLO CONSEGUITO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,TECNICA PER GEOMETRI,TITOLO CONSEGUITO,Arc - Urb - Cost,ARCHITETTURA
99679078,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ENERGETICA,TECNICA INDUSTRIALE,ATTIVO,Ing Ind - Inf,INGEGNERIA ENERGETICA
99821443,TITOLO CONSEGUITO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,SCIENTIFICA,#N/D,,
99675022,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA BIOMEDICA,SCIENTIFICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA BIOMEDICA
99597205,DECADUTO,Ing Ind - Inf,INGEGNERIA INFORMATICA,RAGIONIERE,#N/D,,
99707213,TITOLO CONSEGUITO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,TECNICA PER GEOMETRI,#N/D,,
99988455,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA INFORMATICA,SCIENTIFICA,#N/D,,
99711628,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA AEROSPAZIALE,SCIENTIFICA,#N/D,,
99693386,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA AEROSPAZIALE,TECNICA INDUSTRIALE,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA AERONAUTICA
99597063,TITOLO CONSEGUITO,Des,DESIGN DELLA COMUNICAZIONE,SCIENTIFICA,#N/D,,
99931253,DECADUTO,Ing Ind - Inf,INGEGNERIA CHIMICA,SCIENTIFICA,#N/D,,
99722612,DECADUTO,Arc - Urb - Cost,ARCHITETTURA DELLE COSTRUZIONI,SCIENTIFICA,#N/D,,
99693598,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA BIOMEDICA,SCIENTIFICA,#N/D,,
99601890,RINUNCIA AGLI STUDI,Ing Ind - Inf,INGEGNERIA BIOMEDICA,CLASSICA,#N/D,,
99679529,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA INFORMATICA,TECNICA INDUSTRIALE,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA INFORMATICA
99602670,TITOLO CONSEGUITO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,TECNICA PER GEOMETRI,#N/D,,
99595463,DECADUTO,Ing Ind - Inf,INGEGNERIA ELETTRONICA,TECNICA IND/LE - TRATT.AUTOMAT.INFORMAZIONE,#N/D,,
99720469,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ELETTRONICA,TECNICA INDUSTRIALE,#N/D,,
99679418,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA CHIMICA,TECNICA INDUSTRIALE,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA CHIMICA
99824191,RINUNCIA AGLI STUDI,Ing Ind - Inf,INGEGNERIA CHIMICA,TECNICA INDUSTRIALE,#N/D,,
99660028,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA INFORMATICA,TECNICA INDUSTRIALE,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA INFORMATICA
99659711,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA BIOMEDICA,SCIENTIFICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA BIOMEDICA
99676804,DECADUTO,Ing Ind - Inf,INGEGNERIA CHIMICA,TECNICA INDUSTRIALE,#N/D,,
99646061,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA GESTIONALE,TECNICA INDUSTRIALE,#N/D,,
99672438,ATTIVO,Des,DESIGN DEGLI INTERNI,TECNICA PER GEOMETRI,#N/D,,
99672879,TITOLO CONSEGUITO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,TECNICA PER GEOMETRI,#N/D,,
99605472,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA CHIMICA,SCIENTIFICA,#N/D,,
99644559,ATTIVO,Arc - Urb - Cost,ARCHITETTURA DELLE COSTRUZIONI,TECNICA PER GEOMETRI,#N/D,,
99678977,DECADUTO,Ing Ind - Inf,INGEGNERIA GESTIONALE,SCIENTIFICA,#N/D,,
99622217,TITOLO CONSEGUITO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,TECNICA PER GEOMETRI,TITOLO CONSEGUITO,Arc - Urb - Cost,ARCHITETTURA - PROGETTAZIONE ARCHITETTONICA
99621876,TITOLO CONSEGUITO,Des,DESIGN DELLA COMUNICAZIONE,SOCIO-PSICO-PEDAGOGICO,ATTIVO,Des,DESIGN DELLA COMUNICAZIONE
99680233,RINUNCIA AGLI STUDI,Ing Ind - Inf,INGEGNERIA BIOMEDICA,SCIENTIFICA,#N/D,,
99659024,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA MECCANICA,SCIENTIFICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA MECCANICA
99653031,DECADUTO,Ing Ind - Inf,INGEGNERIA MECCANICA,TECNICA INDUSTRIALE,#N/D,,
99711304,DECADUTO,Ing Ind - Inf,INGEGNERIA AEROSPAZIALE,SCIENTIFICA,#N/D,,
99676913,DECADUTO,Ing Ind - Inf,INGEGNERIA GESTIONALE,SCIENTIFICA,#N/D,,
99673327,TITOLO CONSEGUITO,Des,DESIGN DEGLI INTERNI,SCIENTIFICA,DECADUTO,Des,DESIGN DELLA COMUNICAZIONE
99690992,TITOLO CONSEGUITO,Des,DESIGN DEL PRODOTTO INDUSTRIALE,TECNICA INDUSTRIALE,#N/D,,
99695311,RINUNCIA AGLI STUDI,Ing Ind - Inf,INGEGNERIA GESTIONALE,SCIENTIFICA,#N/D,,
99623165,TITOLO CONSEGUITO,Des,DESIGN DELLA COMUNICAZIONE,CLASSICA,TITOLO CONSEGUITO,Des,DESIGN DELLA COMUNICAZIONE
99595012,DECADUTO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,TECNICA PER GEOMETRI,#N/D,,
99659767,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA INFORMATICA,TECNICA INDUSTRIALE,#N/D,,
99722590,DECADUTO,Ing Ind - Inf,INGEGNERIA DELLE TELECOMUNICAZIONI,TECNICA INDUSTRIALE,#N/D,,
99799834,TITOLO CONSEGUITO,Arc - Urb - Cost,INGEGNERIA DELL' EDILIZIA,TECNICA PER GEOMETRI,#N/D,,
99672887,TITOLO CONSEGUITO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,TECNICA PER GEOMETRI,TITOLO CONSEGUITO,Arc - Urb - Cost,ARCHITETTURA - PROGETTAZIONE ARCHITETTONICA
99623615,TITOLO CONSEGUITO,Des,DESIGN DEGLI INTERNI,CLASSICA,#N/D,,
99608561,RINUNCIA AGLI STUDI,Ing Ind - Inf,INGEGNERIA ENERGETICA,TECNICA PER GEOMETRI,#N/D,,
99691500,TITOLO CONSEGUITO,Arc - Urb - Cost,ARCHITETTURA AMBIENTALE,SCIENTIFICA,#N/D,,
99679494,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA AEROSPAZIALE,SCIENTIFICA,#N/D,,
99607893,TITOLO CONSEGUITO,Arc - Urb - Cost,ARCHITETTURA E PRODUZIONE EDILIZIA,CLASSICA,#N/D,,
99657587,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA GESTIONALE,SCIENTIFICA,#N/D,,
99673868,TITOLO CONSEGUITO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,TECNICA INDUSTRIALE,TITOLO CONSEGUITO,Arc - Urb - Cost,ARCHITETTURA
99618453,TITOLO CONSEGUITO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,SCIENTIFICA,TITOLO CONSEGUITO,Arc - Urb - Cost,ARCHITETTURA
99624171,TITOLO CONSEGUITO,Arc - Urb - Cost,ARCHITETTURA DELLE COSTRUZIONI,TECNICA PER GEOMETRI,TITOLO CONSEGUITO,Arc - Urb - Cost,ARCHITETTURA - PROGETTAZIONE ARCHITETTONICA
99625903,TITOLO CONSEGUITO,Arc - Urb - Cost,INGEGNERIA DELL' EDILIZIA,TECNICA PER GEOMETRI,#N/D,,
99599935,RINUNCIA AGLI STUDI,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,CLASSICA,#N/D,,
99696382,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA DELL'AUTOMAZIONE,SCIENTIFICA,#N/D,,
99719409,TITOLO CONSEGUITO,Arc - Urb - Cost,ARCHITETTURA AMBIENTALE,SCIENTIFICA,#N/D,,
99659423,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA AEROSPAZIALE,SCIENTIFICA,#N/D,,
99678149,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA INFORMATICA,TECNICA INDUSTRIALE,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA INFORMATICA
99614386,RINUNCIA AGLI STUDI,Ing Ind - Inf,INGEGNERIA GESTIONALE,TECNICA PER GEOMETRI,#N/D,,
99674817,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA INFORMATICA,TECNICA INDUSTRIALE,#N/D,,
99657892,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA INFORMATICA,SCIENTIFICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA INFORMATICA
99642869,TITOLO CONSEGUITO,Arc - Urb - Cost,ARCHITETTURA AMBIENTALE,TECNICA PER GEOMETRI,TITOLO CONSEGUITO,Arc - Urb - Cost,ARCHITETTURA
99811727,TITOLO CONSEGUITO,Arc - Urb - Cost,ARCHITETTURA AMBIENTALE,SCIENTIFICA,#N/D,,
99951702,ATTIVO,Ing Ind - Inf,INGEGNERIA GESTIONALE,SCIENTIFICA,#N/D,,
99736844,TITOLO CONSEGUITO,Arc - Urb - Cost,ARCHITETTURA AMBIENTALE,SCIENTIFICA,#N/D,,
99680263,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA CHIMICA,TECNICA INDUSTRIALE,TITOLO CONSEGUITO,Ing Ind - Inf,MATERIALS ENGINEERING AND NANOTECHNOLOGY
99695710,DECADUTO,Ing Ind - Inf,INGEGNERIA CHIMICA,TECNICA INDUSTRIALE,#N/D,,
99608563,TITOLO CONSEGUITO,Ing - Civ,INGEGNERIA CIVILE,TECNICA PER GEOMETRI,#N/D,,
99724249,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA INFORMATICA,TECNICA INDUSTRIALE,#N/D,,
99636146,TITOLO CONSEGUITO,Des,DESIGN DELLA MODA,CLASSICA,#N/D,,
99858652,DECADUTO,Ing - Civ,INGEGNERIA PER L'AMBIENTE E IL TERRITORIO,TECNICA PER GEOMETRI,#N/D,,
99642146,RINUNCIA AGLI STUDI,Ing Ind - Inf,INGEGNERIA DELLE TELECOMUNICAZIONI,SCIENTIFICA,#N/D,,
99731689,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA MECCANICA,TECNICA INDUSTRIALE,#N/D,,
99939371,ATTIVO,Des,DISEGNO INDUSTRIALE,SCIENTIFICA,#N/D,,
99674660,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA CHIMICA,TECNICA INDUSTRIALE,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA CHIMICA
99676843,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA MECCANICA,SCIENTIFICA,#N/D,,
99657172,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA INFORMATICA,SCIENTIFICA,#N/D,,
99657163,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA MECCANICA,SCIENTIFICA,#N/D,,
99694962,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA CHIMICA,TECNICA INDUSTRIALE,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA CHIMICA
99649580,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA CHIMICA,TECNICA INDUSTRIALE,#N/D,,
99624190,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA INFORMATICA,TECNICA PER GEOMETRI,#N/D,,
99679475,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ELETTRICA,SCIENTIFICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ELETTRICA
99737900,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ENERGETICA,TECNICA INDUSTRIALE,#N/D,,
99738364,TITOLO CONSEGUITO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,TECNICA INDUSTRIALE,#N/D,,
99596801,TITOLO CONSEGUITO,Des,DESIGN DEGLI INTERNI,SCIENTIFICA,#N/D,,
99648748,CONGEDATO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,SCIENTIFICA,#N/D,,
99680750,ATTIVO,Ing Ind - Inf,INGEGNERIA GESTIONALE,CLASSICA,#N/D,,
99658903,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA FISICA,SCIENTIFICA,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA FISICA
99740141,RINUNCIA AGLI STUDI,Ing Ind - Inf,INGEGNERIA MECCANICA,SCIENTIFICA,#N/D,,
99659915,ATTIVO,Ing Ind - Inf,INGEGNERIA AEROSPAZIALE,CLASSICA,#N/D,,
99605206,RINUNCIA AGLI STUDI,Ing Ind - Inf,INGEGNERIA DELLE TELECOMUNICAZIONI,TECNICA PER GEOMETRI,#N/D,,
99820193,DECADUTO,Ing - Civ,INGEGNERIA PER L'AMBIENTE E IL TERRITORIO,TECNICA PER GEOMETRI,#N/D,,
99723642,ATTIVO,Ing Ind - Inf,INGEGNERIA INFORMATICA (ON LINE),SCIENTIFICA,#N/D,,
99657738,RINUNCIA AGLI STUDI,Ing Ind - Inf,INGEGNERIA GESTIONALE,SCIENTIFICA,#N/D,,
99680786,RINUNCIA AGLI STUDI,Ing Ind - Inf,INGEGNERIA INFORMATICA,TECNICA INDUSTRIALE,#N/D,,
99695992,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ENERGETICA,CLASSICA,#N/D,,
99803494,DECADUTO,Ing Ind - Inf,INGEGNERIA INFORMATICA,TECNICA INDUSTRIALE,#N/D,,
99799446,DECADUTO,Arc - Urb - Cost,INGEGNERIA DELL' EDILIZIA,SCIENTIFICA,#N/D,,
99696622,DECADUTO,Ing Ind - Inf,INGEGNERIA MECCANICA,TECNICA INDUSTRIALE,#N/D,,
99709265,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA FISICA,SCIENTIFICA,#N/D,,
99604631,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA GESTIONALE,CLASSICA,#N/D,,
99622832,TITOLO CONSEGUITO,Arc - Urb - Cost,ARCHITETTURA DELLE COSTRUZIONI,SCIENTIFICA,TITOLO CONSEGUITO,Arc - Urb - Cost,ARCHITETTURA - ARCHITETTURA DELLE COSTRUZIONI
99593066,RINUNCIA AGLI STUDI,Ing Ind - Inf,INGEGNERIA DELL'AUTOMAZIONE,SCIENTIFICA,#N/D,,
99709523,CONGEDATO,Ing Ind - Inf,INGEGNERIA MECCANICA,SCIENTIFICA,#N/D,,
99926573,DECADUTO,Ing Ind - Inf,INGEGNERIA AEROSPAZIALE,SCIENTIFICA,#N/D,,
99597421,DECADUTO,Ing - Civ,INGEGNERIA CIVILE,SCIENTIFICA,#N/D,,
99696366,TITOLO CONSEGUITO,Ing - Civ,INGEGNERIA PER L'AMBIENTE E IL TERRITORIO,TECNICA PER GEOMETRI,TITOLO CONSEGUITO,Ing - Civ,INGEGNERIA PER L'AMBIENTE E IL TERRITORIO
99675170,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ENERGETICA,TECNICA INDUSTRIALE,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ENERGETICA
99606128,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA BIOMEDICA,CLASSICA,#N/D,,
99611337,TITOLO CONSEGUITO,Arc - Urb - Cost,INGEGNERIA DELL' EDILIZIA,SCIENTIFICA,#N/D,,
99678184,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ENERGETICA,TECNICA INDUSTRIALE,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ENERGETICA
99672430,DECADUTO,Des,DESIGN DEL PRODOTTO INDUSTRIALE,SCIENTIFICA,#N/D,,
99696809,TITOLO CONSEGUITO,Arc - Urb - Cost,INGEGNERIA DELL' EDILIZIA,TECNICA PER GEOMETRI,TITOLO CONSEGUITO,Arc - Urb - Cost,INGEGNERIA DEI SISTEMI EDILIZI
99647687,TITOLO CONSEGUITO,Arc - Urb - Cost,INGEGNERIA DELL' EDILIZIA,TECNICA PER GEOMETRI,#N/D,,
99710487,DECADUTO,Ing Ind - Inf,INGEGNERIA CHIMICA,CLASSICA,#N/D,,
99677069,DECADUTO,Ing Ind - Inf,INGEGNERIA DELL'AUTOMAZIONE,PROFESSIONALE (QUINQUENNALE),#N/D,,
99719172,RINUNCIA AGLI STUDI,Ing Ind - Inf,INGEGNERIA GESTIONALE,SCIENTIFICA,#N/D,,
99956361,ATTIVO,Arc - Urb - Cost,SCIENZE DELL'ARCHITETTURA,TECNICA PER GEOMETRI,#N/D,,
99895619,RINUNCIA AGLI STUDI,Ing Ind - Inf,INGEGNERIA ELETTRONICA,PROFESSIONALE (QUINQUENNALE),#N/D,,
99624816,DECADUTO,Arc - Urb - Cost,ARCHITETTURA E PRODUZIONE EDILIZIA,TECNICA PER GEOMETRI,#N/D,,
99690337,TITOLO CONSEGUITO,Arc - Urb - Cost,ARCHITETTURA DELLE COSTRUZIONI,SCIENTIFICA,TITOLO CONSEGUITO,Arc - Urb - Cost,ARCHITETTURA - ARCHITETTURA DELLE COSTRUZIONI
99606219,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA ENERGETICA,SCIENTIFICA,#N/D,,
99599126,TITOLO CONSEGUITO,Arc - Urb - Cost,ARCHITETTURA DELLE COSTRUZIONI,SCIENTIFICA,#N/D,,
99624051,RINUNCIA AGLI STUDI,Des,DESIGN DEGLI INTERNI,CLASSICA,#N/D,,
99660029,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA INFORMATICA,TECNICA INDUSTRIALE,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA INFORMATICA
99741592,DECADUTO,Ing Ind - Inf,INGEGNERIA MECCANICA,SCIENTIFICA,#N/D,,
99807751,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA DELL'AUTOMAZIONE,PROFESSIONALE (QUINQUENNALE),#N/D,,
99676279,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA INFORMATICA,TECNICA INDUSTRIALE,#N/D,,
99801993,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA INFORMATICA,SCIENTIFICA,#N/D,,
99821757,DECADUTO,Arc - Urb - Cost,INGEGNERIA DELL' EDILIZIA,TECNICA PER GEOMETRI,#N/D,,
99624761,RINUNCIA AGLI STUDI,Des,DESIGN DEL PRODOTTO INDUSTRIALE,TECNICA PER GEOMETRI,#N/D,,
99736505,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA INFORMATICA,TECNICA INDUSTRIALE,#N/D,,
99676441,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA BIOMEDICA,TECNICA INDUSTRIALE,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA BIOMEDICA
99707002,DECADUTO,Ing - Civ,INGEGNERIA CIVILE,TECNICA PER GEOMETRI,#N/D,,
99657598,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA GESTIONALE,SCIENTIFICA,#N/D,,
99615682,TITOLO CONSEGUITO,Ing Ind - Inf,INGEGNERIA INFORMATICA,TECNICA IND/LE - TRATT.AUTOMAT.INFORMAZIONE,#N/D,,
99618262,RINUNCIA AGLI STUDI,Ing Ind - Inf,INGEGNERIA DELLE TELECOMUNICAZIONI,TECNICA IND/LE - TRATT.AUTOMAT.INFORMAZIONE,#N/D,,
99657927,CONGEDATO,Ing Ind - Inf,INGEGNERIA MATEMATICA,SCIENTIFICA,#N/D,,
